filename,width,height,class,xmin,ymin,xmax,ymax
02671.jpg,1920,1080,car,670.0,369.0,810.0,439.0
02671.jpg,1920,1080,car,441.0,334.0,559.0,390.0
02671.jpg,1920,1080,car,904.0,356.0,1022.0,423.0
02671.jpg,1920,1080,car,959.0,182.0,1035.0,309.0
02671.jpg,1920,1080,car,964.0,0.0,1029.0,82.0
02671.jpg,1920,1080,car,1451.0,75.0,1528.0,169.0
02731.jpg,1920,1080,car,896.0,282.0,979.0,375.0
02731.jpg,1920,1080,car,648.0,348.0,767.0,423.0
02731.jpg,1920,1080,car,405.0,318.0,525.0,376.0
02731.jpg,1920,1080,car,208.0,272.0,304.0,331.0
02881.jpg,1920,1080,car,943.0,186.0,1031.0,307.0
02881.jpg,1920,1080,car,1165.0,442.0,1272.0,529.0
02881.jpg,1920,1080,car,851.0,762.0,979.0,838.0
02971.jpg,1920,1080,car,877.0,362.0,987.0,413.0
02971.jpg,1920,1080,car,662.0,390.0,789.0,448.0
02971.jpg,1920,1080,car,1250.0,810.0,1355.0,873.0
02971.jpg,1920,1080,car,945.0,2.0,1029.0,94.0
03001.jpg,1920,1080,car,967.0,0.0,1034.0,94.0
03001.jpg,1920,1080,car,760.0,340.0,880.0,405.0
03001.jpg,1920,1080,car,531.0,364.0,639.0,430.0
03001.jpg,1920,1080,car,1383.0,861.0,1489.0,910.0
03031.jpg,1920,1080,car,634.0,338.0,738.0,397.0
03031.jpg,1920,1080,car,424.0,321.0,515.0,397.0
03031.jpg,1920,1080,car,1515.0,885.0,1597.0,948.0
03031.jpg,1920,1080,car,1469.0,109.0,1560.0,178.0
03031.jpg,1920,1080,car,1583.0,52.0,1617.0,161.0
03031.jpg,1920,1080,car,968.0,0.0,1010.0,76.0
03151.jpg,1920,1080,car,983.0,116.0,1055.0,255.0
03151.jpg,1920,1080,car,147.0,210.0,204.0,256.0
03151.jpg,1920,1080,car,22.0,189.0,86.0,240.0
03151.jpg,1920,1080,car,1459.0,96.0,1556.0,183.0
03211.jpg,1920,1080,car,1021.0,48.0,1079.0,168.0
03211.jpg,1920,1080,car,882.0,269.0,976.0,396.0
03211.jpg,1920,1080,car,965.0,0.0,1031.0,97.0
03211.jpg,1920,1080,car,1470.0,97.0,1540.0,173.0
03211.jpg,1920,1080,car,1577.0,51.0,1610.0,169.0
03211.jpg,1920,1080,car,1632.0,72.0,1658.0,207.0
03391.jpg,1920,1080,car,1042.0,0.0,1097.0,90.0
03391.jpg,1920,1080,car,816.0,362.0,916.0,451.0
03391.jpg,1920,1080,car,552.0,343.0,660.0,413.0
03391.jpg,1920,1080,car,269.0,242.0,351.0,297.0
03391.jpg,1920,1080,car,961.0,0.0,1021.0,80.0
03421.jpg,1920,1080,car,999.0,51.0,1079.0,185.0
03421.jpg,1920,1080,car,700.0,405.0,845.0,472.0
03421.jpg,1920,1080,car,425.0,310.0,524.0,379.0
03421.jpg,1920,1080,car,173.0,217.0,262.0,269.0
03511.jpg,1920,1080,car,1024.0,11.0,1100.0,123.0
03511.jpg,1920,1080,car,814.0,328.0,927.0,423.0
03511.jpg,1920,1080,car,354.0,306.0,446.0,368.0
03511.jpg,1920,1080,car,110.0,223.0,171.0,261.0
03541.jpg,1920,1080,car,976.0,121.0,1039.0,211.0
03541.jpg,1920,1080,car,703.0,378.0,834.0,438.0
03541.jpg,1920,1080,car,235.0,266.0,328.0,321.0
03541.jpg,1920,1080,car,24.0,196.0,89.0,240.0
03541.jpg,1920,1080,car,1458.0,99.0,1548.0,172.0
03571.jpg,1920,1080,car,960.0,0.0,1013.0,79.0
03571.jpg,1920,1080,car,927.0,210.0,987.0,331.0
03571.jpg,1920,1080,car,600.0,375.0,713.0,434.0
03571.jpg,1920,1080,car,120.0,227.0,214.0,287.0
03631.jpg,1920,1080,car,751.0,364.0,849.0,447.0
03631.jpg,1920,1080,car,332.0,286.0,432.0,356.0
03661.jpg,1920,1080,car,627.0,375.0,736.0,437.0
03661.jpg,1920,1080,car,204.0,256.0,304.0,316.0
03691.jpg,1920,1080,car,515.0,345.0,624.0,416.0
03691.jpg,1920,1080,car,98.0,224.0,177.0,269.0
03691.jpg,1920,1080,car,959.0,6.0,1021.0,75.0
03721.jpg,1920,1080,car,383.0,311.0,471.0,375.0
03721.jpg,1920,1080,car,25.0,209.0,75.0,246.0
03931.jpg,1920,1080,car,934.0,227.0,994.0,337.0
03991.jpg,1920,1080,car,813.0,424.0,913.0,534.0
04021.jpg,1920,1080,car,791.0,524.0,844.0,638.0
04051.jpg,1920,1080,car,787.0,626.0,858.0,738.0
04081.jpg,1920,1080,car,817.0,723.0,918.0,823.0
04111.jpg,1920,1080,car,892.0,773.0,1013.0,868.0
04171.jpg,1920,1080,car,1129.0,807.0,1231.0,852.0
04201.jpg,1920,1080,car,1262.0,811.0,1367.0,858.0
04231.jpg,1920,1080,car,1398.0,813.0,1498.0,868.0
04291.jpg,1920,1080,car,1659.0,855.0,1727.0,917.0
04291.jpg,1920,1080,car,11.0,371.0,96.0,435.0
04321.jpg,1920,1080,car,1058.0,0.0,1097.0,100.0
04321.jpg,1920,1080,car,968.0,0.0,1014.0,94.0
04321.jpg,1920,1080,car,131.0,418.0,213.0,487.0
04321.jpg,1920,1080,car,1743.0,875.0,1825.0,942.0
04321.jpg,1920,1080,car,1866.0,744.0,1919.0,794.0
04351.jpg,1920,1080,car,1797.0,721.0,1902.0,797.0
04351.jpg,1920,1080,car,1824.0,909.0,1898.0,969.0
04351.jpg,1920,1080,car,229.0,461.0,334.0,528.0
04351.jpg,1920,1080,car,1028.0,47.0,1104.0,161.0
04351.jpg,1920,1080,car,1487.0,100.0,1558.0,171.0
04351.jpg,1920,1080,car,1583.0,62.0,1625.0,176.0
04351.jpg,1920,1080,car,1641.0,83.0,1676.0,200.0
04351.jpg,1920,1080,car,960.0,0.0,1042.0,89.0
04411.jpg,1920,1080,car,473.0,578.0,631.0,644.0
04411.jpg,1920,1080,car,939.0,217.0,1024.0,345.0
04411.jpg,1920,1080,car,1051.0,0.0,1094.0,82.0
04411.jpg,1920,1080,car,958.0,0.0,1024.0,106.0
04411.jpg,1920,1080,car,1633.0,672.0,1737.0,744.0
04441.jpg,1920,1080,car,1022.0,43.0,1083.0,159.0
04441.jpg,1920,1080,car,886.0,314.0,991.0,439.0
04441.jpg,1920,1080,car,630.0,641.0,739.0,701.0
04441.jpg,1920,1080,car,1534.0,627.0,1641.0,723.0
04531.jpg,1920,1080,car,875.0,338.0,955.0,444.0
04531.jpg,1920,1080,car,1231.0,490.0,1356.0,597.0
04531.jpg,1920,1080,car,1125.0,814.0,1242.0,872.0
04531.jpg,1920,1080,car,798.0,602.0,855.0,717.0
04561.jpg,1920,1080,car,822.0,425.0,915.0,541.0
04561.jpg,1920,1080,car,1172.0,414.0,1283.0,521.0
04561.jpg,1920,1080,car,814.0,689.0,903.0,810.0
04561.jpg,1920,1080,car,1303.0,816.0,1428.0,889.0
04681.jpg,1920,1080,car,753.0,351.0,897.0,407.0
04681.jpg,1920,1080,car,841.0,775.0,949.0,862.0
04681.jpg,1920,1080,car,1021.0,792.0,1167.0,862.0
04801.jpg,1920,1080,car,1018.0,47.0,1079.0,152.0
04801.jpg,1920,1080,car,1205.0,518.0,1260.0,633.0
04801.jpg,1920,1080,car,1231.0,818.0,1351.0,868.0
04801.jpg,1920,1080,car,348.0,300.0,447.0,375.0
04801.jpg,1920,1080,car,945.0,0.0,1017.0,85.0
04831.jpg,1920,1080,car,946.0,144.0,1046.0,256.0
04831.jpg,1920,1080,car,1153.0,431.0,1238.0,545.0
04831.jpg,1920,1080,car,1362.0,834.0,1467.0,900.0
04831.jpg,1920,1080,car,227.0,279.0,346.0,318.0
04891.jpg,1920,1080,car,788.0,353.0,901.0,426.0
04891.jpg,1920,1080,car,1056.0,354.0,1163.0,444.0
04891.jpg,1920,1080,car,1598.0,902.0,1673.0,975.0
04891.jpg,1920,1080,car,63.0,200.0,139.0,268.0
05071.jpg,1920,1080,car,727.0,399.0,829.0,447.0
05071.jpg,1920,1080,car,505.0,328.0,600.0,390.0
05071.jpg,1920,1080,car,117.0,234.0,179.0,272.0
05101.jpg,1920,1080,car,976.0,0.0,1031.0,94.0
05101.jpg,1920,1080,car,596.0,379.0,700.0,434.0
05101.jpg,1920,1080,car,402.0,285.0,499.0,348.0
05101.jpg,1920,1080,car,11.0,180.0,72.0,228.0
05161.jpg,1920,1080,car,344.0,293.0,441.0,359.0
05161.jpg,1920,1080,car,203.0,227.0,286.0,282.0
05461.jpg,1920,1080,car,1335.0,547.0,1467.0,634.0
05461.jpg,1920,1080,car,976.0,144.0,1014.0,251.0
05521.jpg,1920,1080,car,1020.0,72.0,1056.0,178.0
05521.jpg,1920,1080,car,1173.0,430.0,1287.0,523.0
05521.jpg,1920,1080,car,814.0,331.0,916.0,410.0
05551.jpg,1920,1080,car,1117.0,371.0,1246.0,478.0
05551.jpg,1920,1080,car,983.0,147.0,1059.0,246.0
05551.jpg,1920,1080,car,707.0,389.0,810.0,427.0
05581.jpg,1920,1080,car,1065.0,332.0,1186.0,438.0
05581.jpg,1920,1080,car,931.0,227.0,1013.0,343.0
05581.jpg,1920,1080,car,566.0,348.0,670.0,417.0
05581.jpg,1920,1080,car,1863.0,741.0,1918.0,792.0
05611.jpg,1920,1080,car,1791.0,709.0,1875.0,773.0
05611.jpg,1920,1080,car,1005.0,343.0,1134.0,409.0
05611.jpg,1920,1080,car,852.0,323.0,934.0,416.0
05611.jpg,1920,1080,car,470.0,337.0,549.0,386.0
05731.jpg,1920,1080,car,915.0,237.0,1014.0,349.0
05731.jpg,1920,1080,car,660.0,358.0,777.0,418.0
05731.jpg,1920,1080,car,376.0,292.0,471.0,351.0
05731.jpg,1920,1080,car,1387.0,564.0,1483.0,634.0
05731.jpg,1920,1080,car,0.0,207.0,52.0,244.0
05731.jpg,1920,1080,car,979.0,0.0,1046.0,85.0
05821.jpg,1920,1080,car,1013.0,94.0,1104.0,219.0
05821.jpg,1920,1080,car,1145.0,410.0,1263.0,506.0
05821.jpg,1920,1080,car,807.0,579.0,863.0,710.0
05821.jpg,1920,1080,car,297.0,237.0,396.0,303.0
05821.jpg,1920,1080,car,42.0,169.0,105.0,199.0
05821.jpg,1920,1080,car,1487.0,100.0,1579.0,164.0
05851.jpg,1920,1080,car,1091.0,362.0,1197.0,448.0
05851.jpg,1920,1080,car,1842.0,766.0,1918.0,821.0
05851.jpg,1920,1080,car,836.0,707.0,918.0,800.0
05851.jpg,1920,1080,car,998.0,127.0,1070.0,258.0
05851.jpg,1920,1080,car,190.0,209.0,291.0,273.0
05911.jpg,1920,1080,car,1689.0,694.0,1763.0,751.0
05911.jpg,1920,1080,car,1817.0,699.0,1902.0,768.0
05911.jpg,1920,1080,car,846.0,362.0,963.0,409.0
05911.jpg,1920,1080,car,948.0,175.0,1039.0,296.0
05911.jpg,1920,1080,car,7.0,171.0,76.0,214.0
05911.jpg,1920,1080,car,1042.0,807.0,1163.0,873.0
05911.jpg,1920,1080,car,956.0,2.0,1032.0,85.0
06091.jpg,1920,1080,car,1258.0,480.0,1370.0,571.0
06091.jpg,1920,1080,car,1065.0,373.0,1162.0,444.0
06091.jpg,1920,1080,car,886.0,328.0,953.0,424.0
06091.jpg,1920,1080,car,450.0,275.0,563.0,336.0
06091.jpg,1920,1080,car,79.0,196.0,152.0,233.0
06091.jpg,1920,1080,car,1782.0,904.0,1856.0,961.0
06091.jpg,1920,1080,car,969.0,0.0,1034.0,82.0
06301.jpg,1920,1080,car,253.0,414.0,358.0,472.0
06301.jpg,1920,1080,car,210.0,202.0,275.0,242.0
06301.jpg,1920,1080,car,398.0,262.0,489.0,321.0
06301.jpg,1920,1080,car,1073.0,0.0,1120.0,59.0
06301.jpg,1920,1080,car,984.0,0.0,1024.0,78.0
06301.jpg,1920,1080,car,1177.0,790.0,1283.0,859.0
07141.jpg,1920,1080,car,1135.0,820.0,1272.0,871.0
07141.jpg,1920,1080,car,745.0,373.0,880.0,425.0
07141.jpg,1920,1080,car,951.0,240.0,1031.0,340.0
07141.jpg,1920,1080,car,1014.0,100.0,1089.0,196.0
07141.jpg,1920,1080,car,1483.0,110.0,1556.0,173.0
07141.jpg,1920,1080,car,1598.0,72.0,1632.0,162.0
07141.jpg,1920,1080,car,1638.0,97.0,1670.0,187.0
07141.jpg,1920,1080,car,988.0,0.0,1024.0,76.0
DJI-00760-00001.jpg,1920,1080,car,810.0,461.0,838.0,534.0
DJI-00760-00001.jpg,1920,1080,car,884.0,519.0,917.0,593.0
DJI-00760-00001.jpg,1920,1080,car,766.0,588.0,799.0,666.0
DJI-00760-00001.jpg,1920,1080,car,810.0,641.0,846.0,718.0
DJI-00760-00001.jpg,1920,1080,car,933.0,643.0,968.0,712.0
DJI-00760-00001.jpg,1920,1080,car,762.0,314.0,792.0,385.0
DJI-00760-00001.jpg,1920,1080,car,807.0,274.0,840.0,344.0
DJI-00760-00001.jpg,1920,1080,car,885.0,244.0,915.0,317.0
DJI-00760-00001.jpg,1920,1080,car,714.0,80.0,748.0,153.0
DJI-00760-00001.jpg,1920,1080,car,1304.0,519.0,1381.0,554.0
DJI-00760-00001.jpg,1920,1080,car,1427.0,528.0,1499.0,563.0
DJI-00760-00001.jpg,1920,1080,car,1321.0,571.0,1391.0,604.0
DJI-00760-00001.jpg,1920,1080,car,1415.0,579.0,1489.0,614.0
DJI-00760-00001.jpg,1920,1080,car,1603.0,502.0,1677.0,538.0
DJI-00760-00001.jpg,1920,1080,car,1693.0,513.0,1762.0,546.0
DJI-00760-00001.jpg,1920,1080,car,1559.0,547.0,1624.0,581.0
DJI-00760-00001.jpg,1920,1080,car,1771.0,571.0,1848.0,606.0
DJI-00760-00001.jpg,1920,1080,car,390.0,651.0,462.0,691.0
DJI-00760-00001.jpg,1920,1080,car,393.0,704.0,465.0,742.0
DJI-00760-00001.jpg,1920,1080,car,626.0,742.0,698.0,786.0
DJI-00760-00001.jpg,1920,1080,car,799.0,854.0,835.0,929.0
DJI-00760-00001.jpg,1920,1080,car,898.0,779.0,933.0,854.0
DJI-00760-00001.jpg,1920,1080,car,958.0,1015.0,988.0,1077.0
DJI-00760-00002.jpg,1920,1080,car,763.0,318.0,795.0,386.0
DJI-00760-00002.jpg,1920,1080,car,808.0,276.0,840.0,346.0
DJI-00760-00002.jpg,1920,1080,car,884.0,241.0,916.0,313.0
DJI-00760-00002.jpg,1920,1080,car,809.0,465.0,838.0,538.0
DJI-00760-00002.jpg,1920,1080,car,882.0,515.0,915.0,587.0
DJI-00760-00002.jpg,1920,1080,car,811.0,646.0,841.0,717.0
DJI-00760-00002.jpg,1920,1080,car,935.0,641.0,968.0,706.0
DJI-00760-00002.jpg,1920,1080,car,766.0,590.0,799.0,666.0
DJI-00760-00002.jpg,1920,1080,car,389.0,651.0,463.0,692.0
DJI-00760-00002.jpg,1920,1080,car,393.0,703.0,466.0,742.0
DJI-00760-00002.jpg,1920,1080,car,627.0,742.0,696.0,785.0
DJI-00760-00002.jpg,1920,1080,car,897.0,775.0,933.0,850.0
DJI-00760-00002.jpg,1920,1080,car,801.0,859.0,834.0,931.0
DJI-00760-00002.jpg,1920,1080,car,958.0,1014.0,989.0,1077.0
DJI-00760-00002.jpg,1920,1080,car,715.0,86.0,747.0,156.0
DJI-00760-00002.jpg,1920,1080,car,1305.0,520.0,1380.0,555.0
DJI-00760-00002.jpg,1920,1080,car,1323.0,572.0,1390.0,603.0
DJI-00760-00002.jpg,1920,1080,car,1413.0,579.0,1488.0,612.0
DJI-00760-00002.jpg,1920,1080,car,1427.0,529.0,1499.0,562.0
DJI-00760-00002.jpg,1920,1080,car,1560.0,547.0,1621.0,581.0
DJI-00760-00002.jpg,1920,1080,car,1603.0,501.0,1678.0,540.0
DJI-00760-00002.jpg,1920,1080,car,1695.0,513.0,1762.0,544.0
DJI-00760-00002.jpg,1920,1080,car,1769.0,570.0,1847.0,608.0
DJI-00760-00003.jpg,1920,1080,car,751.0,112.0,779.0,181.0
DJI-00760-00003.jpg,1920,1080,car,895.0,422.0,925.0,492.0
DJI-00760-00003.jpg,1920,1080,car,807.0,327.0,837.0,388.0
DJI-00760-00003.jpg,1920,1080,car,674.0,351.0,719.0,419.0
DJI-00760-00003.jpg,1920,1080,car,766.0,488.0,797.0,552.0
DJI-00760-00003.jpg,1920,1080,car,812.0,601.0,842.0,671.0
DJI-00760-00003.jpg,1920,1080,car,906.0,727.0,939.0,788.0
DJI-00760-00003.jpg,1920,1080,car,775.0,759.0,808.0,831.0
DJI-00760-00003.jpg,1920,1080,car,466.0,518.0,532.0,559.0
DJI-00760-00003.jpg,1920,1080,car,392.0,653.0,464.0,692.0
DJI-00760-00003.jpg,1920,1080,car,393.0,707.0,465.0,742.0
DJI-00760-00003.jpg,1920,1080,car,771.0,1011.0,804.0,1078.0
DJI-00760-00003.jpg,1920,1080,car,1306.0,524.0,1381.0,558.0
DJI-00760-00003.jpg,1920,1080,car,1427.0,529.0,1498.0,565.0
DJI-00760-00003.jpg,1920,1080,car,1531.0,544.0,1597.0,579.0
DJI-00760-00003.jpg,1920,1080,car,1416.0,581.0,1491.0,615.0
DJI-00760-00003.jpg,1920,1080,car,1324.0,573.0,1391.0,606.0
DJI-00760-00003.jpg,1920,1080,car,1450.0,649.0,1513.0,682.0
DJI-00760-00003.jpg,1920,1080,car,1688.0,565.0,1768.0,600.0
DJI-00760-00003.jpg,1920,1080,car,1605.0,506.0,1677.0,541.0
DJI-00760-00003.jpg,1920,1080,car,1696.0,516.0,1764.0,547.0
DJI-00760-00003.jpg,1920,1080,car,1803.0,534.0,1873.0,572.0
DJI-00760-00003.jpg,1920,1080,car,1819.0,578.0,1904.0,619.0
DJI-00760-00013.jpg,1920,1080,car,127.0,766.0,199.0,802.0
DJI-00760-00013.jpg,1920,1080,car,285.0,673.0,358.0,713.0
DJI-00760-00013.jpg,1920,1080,car,389.0,646.0,460.0,683.0
DJI-00760-00013.jpg,1920,1080,car,229.0,570.0,305.0,617.0
DJI-00760-00013.jpg,1920,1080,car,796.0,504.0,825.0,571.0
DJI-00760-00013.jpg,1920,1080,car,936.0,582.0,968.0,647.0
DJI-00760-00013.jpg,1920,1080,car,871.0,257.0,900.0,328.0
DJI-00760-00013.jpg,1920,1080,car,757.0,275.0,791.0,347.0
DJI-00760-00013.jpg,1920,1080,car,962.0,801.0,986.0,875.0
DJI-00760-00013.jpg,1920,1080,car,1312.0,503.0,1383.0,538.0
DJI-00760-00013.jpg,1920,1080,car,1426.0,514.0,1504.0,547.0
DJI-00760-00013.jpg,1920,1080,car,1552.0,535.0,1624.0,565.0
DJI-00760-00013.jpg,1920,1080,car,1682.0,553.0,1759.0,588.0
DJI-00760-00014.jpg,1920,1080,car,1467.0,666.0,1540.0,699.0
DJI-00760-00014.jpg,1920,1080,car,1352.0,554.0,1426.0,593.0
DJI-00760-00014.jpg,1920,1080,car,1311.0,501.0,1383.0,532.0
DJI-00760-00014.jpg,1920,1080,car,1425.0,510.0,1504.0,545.0
DJI-00760-00014.jpg,1920,1080,car,1526.0,527.0,1601.0,560.0
DJI-00760-00014.jpg,1920,1080,car,1687.0,546.0,1762.0,581.0
DJI-00760-00014.jpg,1920,1080,car,1772.0,502.0,1844.0,537.0
DJI-00760-00014.jpg,1920,1080,car,285.0,673.0,357.0,712.0
DJI-00760-00014.jpg,1920,1080,car,390.0,645.0,459.0,682.0
DJI-00760-00014.jpg,1920,1080,car,125.0,769.0,200.0,806.0
DJI-00760-00014.jpg,1920,1080,car,16.0,799.0,91.0,844.0
DJI-00760-00014.jpg,1920,1080,car,692.0,86.0,721.0,156.0
DJI-00760-00014.jpg,1920,1080,car,745.0,75.0,775.0,151.0
DJI-00760-00014.jpg,1920,1080,car,787.0,52.0,817.0,122.0
DJI-00760-00021.jpg,1920,1080,car,789.0,62.0,822.0,140.0
DJI-00760-00021.jpg,1920,1080,car,742.0,146.0,777.0,211.0
DJI-00760-00021.jpg,1920,1080,car,799.0,282.0,828.0,352.0
DJI-00760-00021.jpg,1920,1080,car,754.0,323.0,790.0,392.0
DJI-00760-00021.jpg,1920,1080,car,927.0,387.0,961.0,456.0
DJI-00760-00021.jpg,1920,1080,car,1014.0,379.0,1080.0,435.0
DJI-00760-00021.jpg,1920,1080,car,1113.0,433.0,1188.0,473.0
DJI-00760-00021.jpg,1920,1080,car,1320.0,517.0,1392.0,551.0
DJI-00760-00021.jpg,1920,1080,car,1305.0,566.0,1374.0,597.0
DJI-00760-00021.jpg,1920,1080,car,1576.0,588.0,1650.0,619.0
DJI-00760-00021.jpg,1920,1080,car,1539.0,539.0,1614.0,571.0
DJI-00760-00021.jpg,1920,1080,car,1476.0,473.0,1546.0,503.0
DJI-00760-00021.jpg,1920,1080,car,771.0,672.0,805.0,749.0
DJI-00760-00021.jpg,1920,1080,car,816.0,616.0,847.0,683.0
DJI-00760-00021.jpg,1920,1080,car,900.0,617.0,931.0,690.0
DJI-00760-00021.jpg,1920,1080,car,912.0,812.0,946.0,883.0
DJI-00760-00021.jpg,1920,1080,car,966.0,946.0,1002.0,1022.0
DJI-00760-00021.jpg,1920,1080,car,879.0,990.0,916.0,1070.0
DJI-00760-00021.jpg,1920,1080,car,225.0,716.0,298.0,754.0
DJI-00760-00021.jpg,1920,1080,car,333.0,685.0,405.0,731.0
DJI-00760-00021.jpg,1920,1080,car,420.0,657.0,495.0,698.0
DJI-00760-00021.jpg,1920,1080,car,390.0,732.0,463.0,775.0
DJI-00760-00021.jpg,1920,1080,car,520.0,502.0,583.0,556.0
DJI-00760-00021.jpg,1920,1080,car,953.0,725.0,989.0,800.0
DJI-00760-00022.jpg,1920,1080,car,2.0,767.0,82.0,816.0
DJI-00760-00022.jpg,1920,1080,car,38.0,813.0,112.0,858.0
DJI-00760-00022.jpg,1920,1080,car,225.0,718.0,298.0,754.0
DJI-00760-00022.jpg,1920,1080,car,334.0,687.0,408.0,730.0
DJI-00760-00022.jpg,1920,1080,car,421.0,659.0,496.0,700.0
DJI-00760-00022.jpg,1920,1080,car,388.0,732.0,466.0,776.0
DJI-00760-00022.jpg,1920,1080,car,469.0,524.0,537.0,569.0
